,info,specification,self_intro
0, HRD 사업 개발 및 운영 인턴 ,"서울 4년제 / 행정학 / 학점 3.53/4.5 / 토익: 850 / 사회생활 경험: 인턴 3개월 / 대외활동 1개 / 한국사검정시험: 고급, 기타: MOS Master","
1. 데이터 기반 기획 및 개발
2. HRD 사업 운영 능력
3. 인적자원 개발 전략 수립
4. 사회과학적 연구 분석
5. 데이터 분석 및 관리
6. 인사이트 도출 및 시사점 제안
7. 정책제안서 작성
8. 타 지역의 발전 사례 조사 및 분석
9. 타 지역과의 비교 분석
10. 실무적인 데이터 분석 기법"
0, IT개발 ,중앙 / 경제 / 학점 3.9 / 오픽 IH,"
1. IT understanding
2. Curiosity
3. Project experience
4. Cloud computing
5. Ruby on Rails
6. Spring
7. Image processing
8. Logic circuit
9. Network
10. Operating system"
0, 서비스,중앙대학교 / 학점 3.8 / 토익 825 / 오픽 ih / GS shop 대학생 봉사단 리얼러브 8기 (6개월) / 삼성카드 골든벨스쿨 3기 활동 (1년) / 컴퓨터활용능력 1급 / 워드프로세서 단일등급,"
네이버는 5G 시대에 맞춰 다양한 비즈니스 기회를 추구할 수 있습니다. 그 중 가장 중요한 것은 ‘플랫폼 기반 서비스 강화’입니다. 5G의 초고속 통신속도와 초저지연성으로 인해, 네이버는 기존의 플랫폼 서비스를 보다 강화시킬 수 있습니다. 이를 위해 네이버는 다음과 같은 비즈니스 기회를 추구할 수 있습니다.
첫째, ‘AI 기반 맞춤서비스 강화’입니다. 5G의 초고속 네트워크는 대용량 데이터를 빠르게 전송할 수 있기 때문에, 네이버는 AI 기반 맞춤서비스를 보다 정밀하게 제공할 수 있습니다. 이를 통해 이용자의 만"
0, 메모리사업부(DS) 연구개발직 ,재료 / 학점 3.2 / 오픽 im3,"

삼성취업, 최고, 조립PC, DDR3, SSD, 기술발전, 소형화, 반도체 재료, 연구개발, 도전, 성취, 호기심, 집요함, 전공, 실험, 공정교육, 반도체, 디스플레이, 그래핀, 이황화몰리브덴, 인텔 듀얼 코어, 병치레, 호기심, 집요함, 전공지식, IT 사무보조, 식당 보조, 인테리어 보조, 아르바이트, 노동 강도, 산업기사 자격증, 일반기계기사, 학업, 사회, 경험, 문제해결, 자료공유, 클라우드, 기존 방법 개선, 비교 분석, 클라우"
0, 연구개발 ,"고려대학교 대학원, 건국대학교 / 학점 4.5(대학원),4.04(대학교) / 토익 850, 오픽 IM2 / 삼양사 식품연구소 인턴 (2개월), 과대표 및 과학생회장 (3년), 교내 재학생 자문단 (2년), 대한민국 대학생 교육기부단 (6개월), 식품기사, 운전면허증","
롯데 그룹, 식품기업, 연구개발, 소비자 니즈, 프로젝트 기획, 공동 작업, 친목, 협동심, 체육대회, 팀워크"
0, 연구개발 ,"경북대학교 / 금속신소재전공 / 학점 3.51/4.5 / 토익: , 토익스피킹: , 오픽: IM2, 기타: / 사회생활 경험: / 홍보대사, 대장전, 서포터즈 / 한국사검정시험: 중급, 컴퓨터활용능력: , 기타: 금속재료기사, 정보기기운용기능사","
change leadership, innovation, adaptability, basic knowledge, relentless challenge, problem solving, quick thinking, time management, communication skills, project management"
0, 금융 IT 서비스 개발,"국숭세단 / 산업공학 / 학점 3.9 / 토익: 910, 토익스피킹: , 오픽: IH, 기타: / 사회생활 경험: 인턴 3회 / 공모전 3회 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 빅데이터분석기사, ADsP","
Presentation, Communication, Teamwork, Planning, Data Analysis, AI Development, Programming, Security, Learning, Multidisciplinary"
0, SW개발 ,지방대 / 학점 3.65 / 토익 830,"
1. ICT 융합 분야
2. 빅데이터
3. IoT
4. 클라우드
5. 소프트웨어 개발
6. C언어
7. Java
8. 웹 프로그래밍
9. 데이터베이스
10. 협업 경험"
0, SW개발 ,연세대학교 / 학점 3.49 / 오픽 IM3 / 정보처리기사,"

컴퓨터구조론, 자료구조, 소프트웨어공학, C언어, IoT, 프로토타입, Python, 머신러닝, 딥러닝, 클라우드"
0, 공정개발 ,한양대 / 학점 3.88,"
4차 산업혁명, 하드웨어, 구글, 페이스북, 사물인터넷, 클라우드, 빅데이터, 경계 모호성, 소프트웨어 기술, 반도체"
0, DS 연구개발 ,"서성한 / 화공생명공학과 / 학점 3.73 / 토익 890 / 인턴 1회, 교내 캡스톤디자인 경진대회 대상","
4차 산업혁명, 빅데이터, 인공지능, 기계 제어, 사물 인터넷, AI 기술, 기술 개발, 경쟁, 지원, 위기, 기회"
0, S,"숭실대 / 컴퓨터학부 / 학점 3.47 / 토익: , 토익스피킹: 130/레벨6, 오픽: , 기타: / 사회생활 경험: 인턴 1회, 시스템 엔지니어 경력 6개월 / 스마트 팩토리와 AI+빅데이터를 활용한 아이디어 공모전 / 한국사검정시험: , 컴퓨터활용능력: , 기타: 정보처리기사, 네트워크관리사 2급","
클라우드 컴퓨팅, 가상화, 컨테이너, 쿠버네티스, 오픈소스, 시스템 운영, 학습 지도, 앤서블, 윈도우 패치, 독립 업무"
0, ICT개발운영 ,"수도권 / 컴공 / 학점 3.78/4.5 / 토익 790, 토스 레벨6 / 대외활동 1회","
삼성 SDS, 컴퓨터공학, 소프트웨어 개발, 영향력, 경영실적, 사회봉사, 최신 IT 기술, 소프트웨어 엔지니어, 빅데이터, 클라우드 컴퓨팅"
0, SW개발 ,"지거국 / 소프트웨어공학과 / 학점 3.91/4.5 / 토익: , 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 없음 / 한국사검정시험: 고급, 컴퓨터활용능력: , 기타: 정보처리기사","
Java, Android, React.js, Next.js, GraphQL, Apollo-GraphQL, Javascript, UI Design, Project Planning, Troubleshooting "
0, 경영지원 > IT ,성균관 대학교 / 컴퓨터 공학과 / 학점 3.89 / 오픽 IM3 / 롯데 인턴 2개월,"
안드로이드 프로젝트, IoT, 앱 기획, 개발, 아틱 클라우드, 제어, 예약 기능, 프론트엔드, 음성인식, 웹앱, 비컨, 스마트 병원 접수, 워드프레스, 오픈소스, UX, 재설계, php, javascript, 요구사항, 재개발."
0, Programming ,"국립대 / 컴퓨터 / 학점 4.02 / 토익875, 토스140 / 봉사활동2회, 자격증1, 교환학생","
- 프로그래밍 역량
- SW 설계
- 데이터베이스 운영
- 안드로이드 프로그래밍
- Arduino
- 정보처리기사 자격증 취득
- 수학 가르치기
- 중학생 교육
- 수학 이론 설명
- 문제해결 능력"
0, UB ,경기대 / 통계학 / 학점 3.36 / 오픽: IH / 멘토링 활동,"
communication, teamwork, leadership, responsibility, empathy, problem-solving, adaptability, time-management, data analysis, statistical knowledge"
0, IT업무혁신 ,5공 / 소프트웨어공학 / 학점 3.72 / 토스 150 / 웹 개발 전문과정 3개월 수료 소프트웨어 설계 경진대회 우수상,"

LG디스플레이, 지원 직무, IT 시스템 구축, 요구사항 분석, 프로그래밍 역량, 소프트웨어공학, C, C++, JAVA, 데이터베이스, 시스템 아키텍처, 완벽한 이해, Trouble Shooting, 생산성 효율, 알고리즘 개발, 세계 최초, 플렉서블 OLED 패널, 스마트폰, 선명한 화면, 노트북, 전자기기, 신뢰, 5년 안에, 우위, 대형 OLED, 양산, 6세대 플렉서블 생산설비, 성공, 전산시스템 운영, 효율성 증진, 수단 총동원, 웹 사이트, 인원 부"
0, 5G ,"영남대학교 / 정보통신공학과 / 학점 4.19/4.5 / 토익: , 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 실내위치측위대회인 Microsoft IndoorLocalization Competition에서Smartphone base 트랙에 참여하여 PDR기반 알고리즘으로 위치측위 수행 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
강화학습, 강화학습 알고리즘, 강화학습 기반 신호체계, 보상함수, 환경, 액션, 강화학습 모델, 강화학습 학습 알고리즘, 강화학습 기법, 강화학습 환경 모델링"
0, 클라우드 ,서성한 / 컴퓨터공학 / 학점 3.34 / 토익 755 / 1회,"
CJ, IT, Cloud, PaaS, System Management, Troubleshooting, Open Source, Database, Application Development, Monitoring"
0, 전략기획 ,지방 상위 / 경영학 / 학점 3.59 / 4.5 / 오픽 AL / 인턴 1회,"
블루투스 4.0, 데이터 분석, 기술 개발, 신 기종 예측, 자료 조사, 정보 수집, 협력, 빠른 학습, 상황 분석, 보급률 예측"
0, sw ,경기 상 / 컴퓨터공학 / 학점 4 / 오픽 im2 / 인턴2번,"
Cloud, PaaS, 클라우드 스케줄링 시스템 개발, AWS, Rackspace, uCloud, 카메라 촬영 기법, 코드리뷰, 지도, 소통 및 의사결정"
0, NW인프라기술 ,"한밭대학교 / 정보통신공학 / 학점 3.41 / 토익: 800 / 컴퓨터활용능력: 1급, 기타: 정보통신기사","
Network engineering, TCP/IP, IPv6, MAC, DNS, Wireshark, MQTT, Python, Java, Communication skills"
0, R&D-5G 네트워크기술 개발 ,"서성한 / 소프트웨어플랫폼학과 / 학점 3.77/4.5 / 토익: , 토익스피킹: , 오픽: IM1, 기타: / 사회생활 경험: 네트워크엔지니어 1년 8개월 경력 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
SDN, 5G, 네트워크, 트래픽, 핸드오버, 이동성, 효율적인, 물리적인 장애, 키워온, 협업"
0, UB직무 ,경기대 / 경영학과 / 학점 3.86/4.5 / 기타: 전산회계 2급," (예시) python, java, HTML, CSS, JavaScript, react, MySQL, Docker, Linux

 1. 금융상품 판매
2. 재무제표 기반 기업가치 분석
3. 디지털 트랜스포메이션
4. 고객우선
5. 정도영업
6. 비대면 채널 업무 효율화
7. 금융채널 혁신화
8. 고객관계 관리
9. 금융상품 설명 및 이해
10. 금융상품 판매를 통한 신용판매
"
0, ICT ,"지방국립4년제 / 컴퓨터공학과 / 학점 3.49, 4.00(석사) / 토익 880,오픽 IH / 어학연수 1년, 국내연구등재지 논문지 제출 1회","
ICT기술, 인공지능, 로봇, 스마트팩토리, 빅데이터, 클라우드, 딥러닝, 하드웨어, 인공신경망, 필기체 인식"
0, IT-아키텍처 ,"동국대 / 컴퓨터정보통신공학부 / 학점 3.86 / 토익: 710, 오픽: IM2 / 기타: SQL D","
Cloud, IT Infrastructure, Linux, AWS, VPC, EC2, RDS, Software Design, Troubleshooting, Teamwork"
0, IT ,지거국 / 정보통신공학 / 학점 3.67 / 스타트업 개발자 경력 대회활동 2회,"
팀워크, 협업, 효율적, 전문성, 의견표현, 책임감, 자신감, 신뢰, 성장, 투명성"
0, 기술영업 ,"건국대 / 국제무역학과 / 학점 4.36/4.5 / 토익: 975, 오픽: IH / 사회생활 경험: aT한국농수산식품유통공사 3개월 / 무역관련프로그램1회, 무역관련공모전1회, 봉사활동60시간 / 기타: 물류관리사, 국제무역사1급, 무역영어 1급","
ICT산업, 정보통신기술, IT 솔루션 제안, IT 트렌드, 고객관계 관리, IT 역량 쌓기, IoT, 블록체인, 스마트팩토리, 자율주행, 클라우드, 무역, 수출, B2G 시장 개척, 비즈니스 모델링"
0, IT ,광운대 / 컴퓨터소프트웨어공학과 / 학점 3.54 / 토익 780 / 1개 진행 중,"
Communication skills, Flexibility, Cooking, Traditional percussion instruments, Hacking, Cybersecurity, Reverse engineering, Proguard, Base 64, ICT"
0, IT ,서울 하위권 / 컴퓨터공학과 / 학점 3.5,"
서버, 네트워크, 스토리지, 인프라, U-healthcare, 금융시스템, IT시스템, 노하우, SOC, 공공, IDC, 우수한 네트워크, 아키텍트, 도전정신, 끈기, 해결능력, 새로운 기술 수용, 고객 서비스 개선, 사회 활동, 취미 소모임, 신선한 경험, 소통, 네트워크 공부, 취업준비"
0, 빅데이터 ,한국외대 / 통계학과 / 학점 4.02 / 오픽 IH / 학생회장,"
빅데이터, 데이터 분석, 텍스트 분석, 데이터 엔지니어링, SQL, Java, 데이터 저장, 데이터 처리, R, Spotfire"
0, R&D ,중앙대 / 전자전기 / 학점 3.07 / 토익: 935 / 사회생활 경험: 한전kps 인턴3개월 / 기타: 국어인증3급,"
4차 산업혁명, 인공지능, 스마트팩토리, 프로그래밍, 파이썬, 라즈베리 파이, 효율성, 변화, 트렌드 분석, 최신 기술"
0, UB ,"경기대학교 / 문헌정보(주)/경영(복) / 학점 3.59/4.5 / 토익: 780, 토익스피킹: 150 / 한국사검정시험: 고급, 기타: 투자자산운용사 AFPK 외환전문역1종","
Universal Banking, Customer Service, Financial Knowledge, Communication, Teamwork, Problem-solving, Leadership, Adaptability, Initiative, Flexibility"
0, 영업,"서성한 / 사회과학대 / 학점 4.1/4.5 / 토익: 955, 오픽: AL / 사회생활 경험: 스타트업 해외영업 인턴 / 컴퓨터활용능력: 2급","
Analysis, Communication, Research, Business, Consulting, Global Communication, Problem Solving, Organization, Data Analysis, Market Research"
0, IDC 인프라 운용 ,"지거국 / 전자공학과 / 학점 3.1 / 토익: 925, 토익스피킹: 160/AL / 사회생활 경험: 한국전력공사 인턴 / 기타: 전기기사, 전기공사기사","
KT Cloud, IDC 인프라 운영, 전력계통, 설비, 안전관리, 고압가스 Manifold 설치, 배관시공, P&ID 도면 분석, JSA 위험성 평가, PAOT, 개선대책, 학생회, 간부 회의, 임원, 역지사지, OT비, 부담, 불참, 유의사항."
0, SW기술지원엔지니어 ,"서성한 / 소프트웨어플랫폼학과 / 학점 3.77/4.5 / 토익: , 토익스피킹: , 오픽: IM1, 기타: / 사회생활 경험: 네트워크엔지니어 1년 8개월 경력 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
SDN, Virtualization, Container, Docker, Kubernetes, Network Engineering, Teamwork, Creative Thinking, Patent, SDN-based SW Implementation"
0, 기술연구(전기전자) ,서울권 4년제 / 전기전자공학부 / 학점 B+ / 토익 890 / 없음,"


1. 전기자동차, 4차산업혁명 기술, 자율주행자동차, 안전장치, 소프트웨어 코딩능력, 위치추적시스템, Ai, IoT, BigData, 자동창문개폐기

2. 스마트안경 제작, 청각장애인, 아두이노, IOS, 구글 스마트글라스, 편리성, 휴대, 3D프린팅, 안정성 확보, 장애인분들, 자율주행 버스

3. 인간 내비게이션, 운전병, 군 복무, 지도 제작, 후임들, 목적지, 군 보안, 개인정비"
0, Junior Talent 수시채용_5G MEC ,지거국 / 전자공학부 / 학점 3.84/4.5 / 오픽: IM2,"
C++, Java, Swift, Mobile Application Development, IoT, Embedded Software, Edge Computing, Cloud Computing, Team Management"
0, 네트워크사업부 ,"경희대학교 / 학점 3.47/4.3 / 오픽 IH / (교내) 설계 강의 최우수상, 교환학생 6개월, 과동아리 부회장","
 네트워크, SDN, TCP/IP, OSI 7계층, Cloud computing, DLNA, Mobile network, Circuit design, Mathematics, Logical thinking"
0, 네트워크사업부 SW개발 ,"서성한 / 소프트웨어플랫폼학과 / 학점 3.77/4.5 / 토익: , 토익스피킹: , 오픽: IM1, 기타: / 사회생활 경험: 타기업 1년8개월 경력 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
SDN, 가상화, 클라우드 컴퓨팅, 네트워크 설계, 최적화, 인공지능, 5G, 드론, 응용서비스, 변화"
0, 전기 ,인하대학교 / 학점 3.47 / 오픽 ih / 한국전력공사 체험형 인턴 (2019상반기) / 전기기사 / 전기공사기사 / 컴퓨터활용능력 1급,"


1. 스마트 시티, 스마트 그리드 공학, ICT, IoT, Cloud, Big Data, AI, 미래 사회 변화, NDIS 시스템, 실무경험
2. 전기기사, 전기공사기사 자격증, 전력공기업, 배전 운영부, 배전운영파트, 가공설비, 광학 진단, 초음파 진단, 열화상 진단, WEB DAS, 배전 지능화 시스템, NDIS 시스템, 도면 해석, 고객 응대, 민원 처리, 고객 만족도, 악성 민원 대처
3. 상대방 오해 방지, 의사전달 신중성, 핵심 내용 전달, 적절한 표현, 의도 파악,"
0, SW ,"지거국 / 컴퓨터공학 / 학점 3.89/4.5 / 토익: , 토익스피킹: , 오픽: IL, 기타: / 사회생활 경험: 인턴 1회 (4개월) / 한국사검정시험: , 컴퓨터활용능력: , 기타: AWS Certified Cloud Practitioner","
Cloud Service Provider(CSP), Managed Service Provider(MSP), OpenStack, AWS, Cloud BootCamp, AWS SA, IaC, CI/CD, Swagger, Web-IDE"
0, 2020년 1차 일반직 및 별정직(전문직) ,"제주대 / 전산통꼐 / 학점 3.7 / 토익: 820, 기타: 한국사 1급 / 한국사검정시험: 고급, 기타: 정보처리기사","
Communication, Persuasion, Leadership, Time management, Project planning, Database management, Active listening, Teamwork, Data analysis, Problem-solving
"
0, SI Project Engineer ,"세종대 / 전자정보통신공학과(복수전공 : 컴퓨터공학과) / 학점 3.39/4.5 / 토익: 795, 토익스피킹: , 오픽: IM1, 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: , 기타: 워드프로세서1급, 정보처리기사","
React, Oracle, Spring Boot, Spring Cloud Eureka, Docker, AWS, HTML, CSS, JavaScript, Python"
0, Core Infra ,"서울 4년제 / 멀티미디어학과 / 학점 3.6 / 토스 150 / 인턴1회, 동아리1회, 봉사활동2회, 수상2회","
IoT, ARM, MBed, Pelion, Daliworks, Thingplus, REST, LoRa, Loriot, Development"
0, Biz영업 ,"서강대학교 / 영미어문학부 / 학점 3.66/4.5 / 토익: , 토익스피킹: , 오픽: IH, 기타: / 사회생활 경험: IT스타트업 매니저 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
1. AI, BigData, Cloud 기반 서비스 제공
2. B2B 상품 설계 및 마케팅 전략 수립
3. 고객의 디테일한 미충족욕구 파악 및 해결
4. 프로젝트 기획 및 관리
5. 이모티콘 API 기획 및 마케팅 전략 수립
6. 클라우드 서비스 고객의 디테일한 니즈 파악 및 제품 개발
7. 클라우드 서비스 세일즈 전략 수립
8. 고객 중심의 서비스 제공 및 문제 해결
9. 프로젝트 목적과 본질 중요성 인지 및 강조
10. 앱 내 체류시간 증가를 위한 기능 추가 기획 및"
0, 파운드리 사업부 ,지방사립 / 산업공학 / 학점 3.84 / 토스 lv.6,"
신뢰, 혁신, 생산시스템, 반도체, 빅데이터, 통계, 수요예측, Matlab, 의사소통, 고객 신뢰"
0, DS부문 LSI사업부 ,"중경외시 / 전자전기공학 / 학점 3.83 / 토익 870, 토스 150 / 캡스톤디자인공모전, 창의캠프 수상","
Data, 반도체, R&D, LSI, Power Management IC, 친환경, 세계 1위, 국토종주, 행동의 힘, 정신적인 한계 극복"
0, SCSA ,고려대 / 영어영문 / 학점 3.59 / 오픽 IH 토익 905 / 없음,"
오픈소스, 스맥, 빅데이터, 분산 처리, Hadoop, 상용 오픈 SW, 레드햇, 추가기능, 프리미엄 모델, SaaS"
0, IT ,한남대학교 / 정보통신공학과 / 학점 2.96 / 오픽: IL / 공통프로젝트 우수상 (삼성전자주식회사 주관),"


1. AI 기술 개발
2. 화상회의 프로그램 활용
3. 팀 내 규칙 정립
4. 아이디어 회의 및 선정
5. 문제 발생 시 대처 방안 마련
6. 새로운 기술 습득 능력
7. 언어 및 프로그래밍 기술 습득
8. 팀원 간 의사소통 능력
9. 문제 해결 능력
10. 협업 능력"
0, 신입행원(L1) IT부문 일반IT ,한양대 / 소프트웨어학부 / 학점 3.45/4.5 / 오픽: IM1 / 한양대 2019 SW/ICT 종합학술대회 우수상,"
Mobile, Open API, Kotlin, Java, Android Studio, Application Development, Software Engineering, Project Management, Leadership, Problem-solving"
0, 네트워크사업부 ,"서울4년제 / 전자공학 / 학점 3.8 / 토익 920, 오픽 ih / 해피무브 해외봉사, 삼성증권 YAHO 교육봉사","
삼성전자 지원 이유, 인재제일, 최고지향, 변화 선도, 5G 기술, 네트워크사업부, 상용화, 제품/서비스 개발, 차세대 통신, 엔지니어"
0, 로봇제어기술 ,"서울시립대 / 전자전기컴퓨터공학부 / 학점 3.58 / 토익: 850, 토익스피킹: 140/레벨 6, 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: , 기타: 운전면허","
Robot Control, Circuit Design, Programming, Semiconductor Devices, Automatic Process, Plant Understanding, Digital Clock, Verilog HDL, FPGA, C Programming"
0, Cloud,"한신대 / 정보통신학부 / 학점 3.9/4.5 / 토익: , 토익스피킹: , 오픽: IL, 기타: / 사회생활 경험: IPP 장기 현장 실습 / 졸업작품경진대회우수상, 한국정보처리학회장상우수상, 제2회혁신아이디어공모전장려상 / 한국사검정시험: , 컴퓨터활용능력: , 기타:","


① [관련 경험] 대학 시절 프로그래밍 공모전 참가 (2016.03 ~ 2016.06)
- [상세 내용] 컴퓨터공학과 학생으로서 대학 시절 프로그래밍 공모전에 참가하였습니다. 이 공모전은 프로그래밍 기초부터 심화까지 다양한 주제로 구성되어 있었고, 제가 참가한 주제는 알고리즘 문제 해결입니다. 해당 공모전을 통해 알고리즘 문제 해결 능력을 향상시키는 데 많은 노력을 기울였습니다. 프로그래밍 언어는 C++을 사용하였고, 문제 해결을 위해 어떤 알고리즘을 적용해야 하는지 항상 고민하"
0, VOD CLOUD 서버 개발 ,"인하대 / 통계학과 / 학점 3.96/4.5 / 토익: , 토익스피킹: , 오픽: , 기타: / 사회생활 경험: / 한국사검정시험: , 컴퓨터활용능력: , 기타:","
Java, Spring Boot, Spring JPA, Git, MySQL, QueryDSL, JWT, REST API, MyBatis, Docker"
0, Cloud기술지원 ,"인하대학교 / 학점 3.98 / 토익 930, 오픽 IM2 / 고용노동부 청년취업아카데미(2개월)","
 GS네오텍, 국내 클라우드 서비스, 전문성, 데이터 베이스, 파이어베이스, 클라우드 데이터 베이스, 프로젝트 경험, 빅 데이터, 대외 활동, 의사소통 능력, 컴퓨터 공학"
